number,time,event,station
185,153.5354340021511,Ambulance dispatched,Ambulance 1.9
185,249.69934989044103,Task complete,Ambulance 1.9
186,125.49117272533525,New patient priority A2,Region 6
186,199.96888885638546,Ambulance dispatched,Ambulance 6.15
186,253.95724508279375,Task complete,Ambulance 6.15
187,109.58766540338792,New patient priority B,Region 2
187,232.1601843001873,Ambulance dispatched,Ambulance 2.9
187,256.84213912773384,Task complete,Ambulance 2.9
188,127.64541761011242,New patient priority B,Region 6
188,226.27535714427188,Ambulance dispatched,Ambulance 6.6
188,262.88474318743727,Task complete,Ambulance 6.6
189,138.58677006060788,New patient priority A1,Region 5
189,243.79553383078277,Ambulance dispatched,Ambulance 5.0
189,263.64924526591346,Task complete,Ambulance 5.0
190,68.85756682039941,New patient priority B,Region 4
190,238.5872448167591,Ambulance dispatched,Ambulance 4.3
190,264.8140657306954,Task complete,Ambulance 4.3
191,78.42057306936486,New patient priority A2,Region 3
191,243.2987738560185,Ambulance dispatched,Ambulance 3.6
191,264.88062534955,Task complete,Ambulance 3.6
192,95.09345286893644,New patient priority A2,Region 1
192,249.69934989044103,Ambulance dispatched,Ambulance 1.9
192,267.87857219415434,Task complete,Ambulance 1.9
193,140.1620908500208,New patient priority B,Region 6
193,253.95724508279375,Ambulance dispatched,Ambulance 6.15
193,277.50410425838226,Task complete,Ambulance 6.15
194,114.58439054282677,New patient priority B,Region 2
194,241.98772612552182,Ambulance dispatched,Ambulance 2.6
194,281.2941958392737,Task complete,Ambulance 2.6
195,119.65955755539366,New patient priority A1,Region 2
195,256.84213912773384,Ambulance dispatched,Ambulance 2.9
195,283.1275670164699,Task complete,Ambulance 2.9
196,117.95845385780245,New patient priority A1,Region 2
196,248.06213635227977,Ambulance dispatched,Ambulance 2.0
196,287.37298053655945,Task complete,Ambulance 2.0
197,71.36505694158218,New patient priority A2,Region 4
197,264.8140657306954,Ambulance dispatched,Ambulance 4.3
197,290.0071090444743,Task complete,Ambulance 4.3
198,142.5455567811686,New patient priority A1,Region 6
198,262.88474318743727,Ambulance dispatched,Ambulance 6.6
198,292.4421730705469,Task complete,Ambulance 6.6
199,130.91422717445255,New patient priority B,Region 6
199,234.24371153498285,Ambulance dispatched,Ambulance 6.3
199,293.57672405063045,Task complete,Ambulance 6.3
200,80.72330712783446,New patient priority B,Region 3
200,264.88062534955,Ambulance dispatched,Ambulance 3.6
200,294.4938849829441,Task complete,Ambulance 3.6
201,96.49631497928694,New patient priority A2,Region 1
201,267.87857219415434,Ambulance dispatched,Ambulance 1.9
201,294.9598774734114,Task complete,Ambulance 1.9
202,141.795381934987,New patient priority B,Region 5
202,263.64924526591346,Ambulance dispatched,Ambulance 5.0
202,297.33173182063143,Task complete,Ambulance 5.0
203,143.9238547117801,New patient priority B,Region 6
203,277.50410425838226,Ambulance dispatched,Ambulance 6.15
203,303.79413309753085,Task complete,Ambulance 6.15
204,93.9924454307982,New patient priority B,Region 0
204,243.41468947499686,Ambulance dispatched,Ambulance 0.15
204,309.81870413327886,Task complete,Ambulance 0.15
205,122.86527582525869,New patient priority A2,Region 2
205,287.37298053655945,Ambulance dispatched,Ambulance 2.0
205,314.2606012011753,Task complete,Ambulance 2.0
206,121.8380600607746,New patient priority A2,Region 2
206,283.1275670164699,Ambulance dispatched,Ambulance 2.9
206,316.5253624338166,Task complete,Ambulance 2.9
207,97.57079354160312,New patient priority A2,Region 1
207,294.9598774734114,Ambulance dispatched,Ambulance 1.9
207,318.47037531109123,Task complete,Ambulance 1.9
208,80.1538566345239,New patient priority A1,Region 1
208,147.41800209456335,Ambulance dispatched,Ambulance 1.15
208,321.7012568181642,Task complete,Ambulance 1.15
209,144.9908623970208,New patient priority B,Region 6
209,292.4421730705469,Ambulance dispatched,Ambulance 6.6
209,323.85564795253526,Task complete,Ambulance 6.6
210,72.78121722487501,New patient priority B,Region 4
210,290.0071090444743,Ambulance dispatched,Ambulance 4.3
210,325.0737553706149,Task complete,Ambulance 4.3
211,147.07426789031783,New patient priority A1,Region 6
211,303.79413309753085,Ambulance dispatched,Ambulance 6.15
211,332.9669298308999,Task complete,Ambulance 6.15
212,84.22723089548413,New patient priority A1,Region 3
212,294.4938849829441,Ambulance dispatched,Ambulance 3.6
212,333.9100649273504,Task complete,Ambulance 3.6
213,25.922866587394324,New patient priority A2,Region 1
213,25.922866587394324,Ambulance dispatched,Ambulance 1.5
213,339.84548478371886,Task complete,Ambulance 1.5
214,124.05376465356971,New patient priority A2,Region 2
214,314.2606012011753,Ambulance dispatched,Ambulance 2.0
214,340.0631256573035,Task complete,Ambulance 2.0
215,74.57233797563268,New patient priority B,Region 3
215,157.7787245842848,Ambulance dispatched,Ambulance 3.3
215,340.3500457899381,Task complete,Ambulance 3.3
216,70.34791370142123,New patient priority A2,Region 6
216,70.34791370142123,Ambulance dispatched,Ambulance 6.1
216,348.706663717569,Task complete,Ambulance 6.1
217,89.0795899137749,New patient priority B,Region 3
217,333.9100649273504,Ambulance dispatched,Ambulance 3.6
217,357.9167010106854,Task complete,Ambulance 3.6
218,52.827573475050386,New patient priority B,Region 4
218,70.19348380355433,Ambulance dispatched,Ambulance 4.12
218,359.26529766990296,Task complete,Ambulance 4.12
219,99.64691082950579,New patient priority B,Region 1
219,321.7012568181642,Ambulance dispatched,Ambulance 1.15
219,359.32754385431224,Task complete,Ambulance 1.15
220,73.85977178425769,New patient priority B,Region 4
220,325.0737553706149,Ambulance dispatched,Ambulance 4.3
220,363.69030806626074,Task complete,Ambulance 4.3
221,93.32205216986269,New patient priority B,Region 3
221,340.3500457899381,Ambulance dispatched,Ambulance 3.3
221,364.4813461087756,Task complete,Ambulance 3.3
222,125.59433776217915,New patient priority B,Region 2
222,316.5253624338166,Ambulance dispatched,Ambulance 2.9
222,365.45185621586194,Task complete,Ambulance 2.9
223,127.7984894015511,New patient priority B,Region 2
223,340.0631256573035,Ambulance dispatched,Ambulance 2.0
223,367.8556643058032,Task complete,Ambulance 2.0
224,101.04391542602549,New patient priority A1,Region 2
224,171.46820370721247,Ambulance dispatched,Ambulance 2.12
224,368.00937797114807,Task complete,Ambulance 2.12
225,51.66841613153723,New patient priority A2,Region 4
225,63.97898269835433,Ambulance dispatched,Ambulance 4.15
225,369.826618738522,Task complete,Ambulance 4.15
226,98.5709201612827,New patient priority A1,Region 1
226,318.47037531109123,Ambulance dispatched,Ambulance 1.9
226,374.6510100953761,Task complete,Ambulance 1.9
227,95.44306417023564,New patient priority A2,Region 3
227,357.9167010106854,Ambulance dispatched,Ambulance 3.6
227,380.56927173898845,Task complete,Ambulance 3.6
228,100.9544859137832,New patient priority B,Region 1
228,359.32754385431224,Ambulance dispatched,Ambulance 1.15
228,383.26916747165063,Task complete,Ambulance 1.15
229,75.93233859346569,New patient priority A2,Region 4
229,363.69030806626074,Ambulance dispatched,Ambulance 4.3
229,385.4023829547341,Task complete,Ambulance 4.3
230,135.8959158233717,New patient priority A1,Region 2
230,367.8556643058032,Ambulance dispatched,Ambulance 2.0
230,386.21735641515573,Task complete,Ambulance 2.0
231,129.45452354302193,New patient priority B,Region 5
231,213.70534113825974,Ambulance dispatched,Ambulance 5.15
231,390.5035937600377,Task complete,Ambulance 5.15
232,140.3558410661448,New patient priority B,Region 2
232,368.00937797114807,Ambulance dispatched,Ambulance 2.12
232,398.04152088222685,Task complete,Ambulance 2.12
233,97.78474005781487,New patient priority A2,Region 3
233,380.56927173898845,Ambulance dispatched,Ambulance 3.6
233,403.42748639306717,Task complete,Ambulance 3.6
234,131.14752557659986,New patient priority A2,Region 2
234,365.45185621586194,Ambulance dispatched,Ambulance 2.9
234,404.51627438772925,Task complete,Ambulance 2.9
235,77.23217892565103,New patient priority A2,Region 4
235,369.826618738522,Ambulance dispatched,Ambulance 4.15
235,405.3902331389653,Task complete,Ambulance 4.15
236,142.64238218387175,New patient priority A2,Region 2
236,386.21735641515573,Ambulance dispatched,Ambulance 2.0
236,408.04654025632965,Task complete,Ambulance 2.0
237,78.98810193565177,New patient priority A1,Region 4
237,385.4023829547341,Ambulance dispatched,Ambulance 4.3
237,408.17119702558335,Task complete,Ambulance 4.3
238,107.56091845985875,New patient priority A1,Region 5
238,112.86052382627884,Ambulance dispatched,Ambulance 5.9
238,412.87139289913716,Task complete,Ambulance 5.9
239,105.34283628528446,New patient priority A1,Region 1
239,383.26916747165063,Ambulance dispatched,Ambulance 1.15
239,418.0105705766374,Task complete,Ambulance 1.15
240,144.58626969540194,New patient priority A1,Region 5
240,390.5035937600377,Ambulance dispatched,Ambulance 5.15
240,418.2102557876505,Task complete,Ambulance 5.15
241,76.54496425477213,New patient priority B,Region 1
241,136.14258274938476,Ambulance dispatched,Ambulance 1.6
241,418.3564014436259,Task complete,Ambulance 1.6
242,150.19654476596745,New patient priority A2,Region 6
242,332.9669298308999,Ambulance dispatched,Ambulance 6.15
242,419.5919179535394,Task complete,Ambulance 6.15
243,143.99115532553193,New patient priority A1,Region 2
243,398.04152088222685,Ambulance dispatched,Ambulance 2.12
243,424.46000403960664,Task complete,Ambulance 2.12
244,74.85979573587173,New patient priority A2,Region 4
244,359.26529766990296,Ambulance dispatched,Ambulance 4.12
244,429.1380118961762,Task complete,Ambulance 4.12
245,96.74131140766852,New patient priority A2,Region 3
245,364.4813461087756,Ambulance dispatched,Ambulance 3.3
245,431.99285152313666,Task complete,Ambulance 3.3
246,85.5067996005975,New patient priority A1,Region 4
246,408.17119702558335,Ambulance dispatched,Ambulance 4.3
246,433.38290347139457,Task complete,Ambulance 4.3
247,81.57985065002474,New patient priority B,Region 4
247,405.3902331389653,Ambulance dispatched,Ambulance 4.15
247,435.48915282265153,Task complete,Ambulance 4.15
248,152.8650806832079,New patient priority A2,Region 6
248,419.5919179535394,Ambulance dispatched,Ambulance 6.15
248,443.83448227898043,Task complete,Ambulance 6.15
249,145.0493069442236,New patient priority A1,Region 2
249,404.51627438772925,Ambulance dispatched,Ambulance 2.9
249,447.3535641890838,Task complete,Ambulance 2.9
250,98.78936277592892,New patient priority A2,Region 3
250,403.42748639306717,Ambulance dispatched,Ambulance 3.6
250,447.7549239198868,Task complete,Ambulance 3.6
251,146.0508237628157,New patient priority B,Region 2
251,408.04654025632965,Ambulance dispatched,Ambulance 2.0
251,448.650591563625,Task complete,Ambulance 2.0
252,114.30497942846101,New patient priority A2,Region 1
252,418.3564014436259,Ambulance dispatched,Ambulance 1.6
252,448.72137130966723,Task complete,Ambulance 1.6
253,78.91119848980205,New patient priority B,Region 0
253,154.0051816589459,Ambulance dispatched,Ambulance 0.0
253,449.5741735462869,Task complete,Ambulance 0.0
254,90.50456948132414,New patient priority A1,Region 4
254,429.1380118961762,Ambulance dispatched,Ambulance 4.12
254,454.1558008284693,Task complete,Ambulance 4.12
255,95.86049615929727,New patient priority A1,Region 4
255,435.48915282265153,Ambulance dispatched,Ambulance 4.15
255,456.97396996124775,Task complete,Ambulance 4.15
256,102.72510818627865,New patient priority A1,Region 1
256,374.6510100953761,Ambulance dispatched,Ambulance 1.9
256,458.4493236352831,Task complete,Ambulance 1.9
257,73.8223483690099,New patient priority A2,Region 0
257,115.45110369858998,Ambulance dispatched,Ambulance 0.12
257,459.6060282706747,Task complete,Ambulance 0.12
258,109.3052915706671,New patient priority A2,Region 1
258,418.0105705766374,Ambulance dispatched,Ambulance 1.15
258,463.55723118370963,Task complete,Ambulance 1.15
259,120.82747995584096,New patient priority A1,Region 2
259,281.2941958392737,Ambulance dispatched,Ambulance 2.6
259,465.8310664089362,Task complete,Ambulance 2.6
260,148.48580337053033,New patient priority B,Region 2
260,447.3535641890838,Ambulance dispatched,Ambulance 2.9
260,468.82229240902086,Task complete,Ambulance 2.9
261,150.3232634557526,New patient priority A1,Region 2
261,448.650591563625,Ambulance dispatched,Ambulance 2.0
261,472.01663116202343,Task complete,Ambulance 2.0
262,117.82349900987107,New patient priority A2,Region 1
262,448.72137130966723,Ambulance dispatched,Ambulance 1.6
262,472.8827981295881,Task complete,Ambulance 1.6
263,156.89566902451,New patient priority A2,Region 6
263,443.83448227898043,Ambulance dispatched,Ambulance 6.15
263,473.68953447037484,Task complete,Ambulance 6.15
264,97.01383587629957,New patient priority A2,Region 0
264,449.5741735462869,Ambulance dispatched,Ambulance 0.0
264,474.52577337053685,Task complete,Ambulance 0.0
265,94.08092863672336,New patient priority A1,Region 4
265,433.38290347139457,Ambulance dispatched,Ambulance 4.3
265,478.1652499862072,Task complete,Ambulance 4.3
266,98.03243513452601,New patient priority A2,Region 0
266,459.6060282706747,Ambulance dispatched,Ambulance 0.12
266,484.17489043798207,Task complete,Ambulance 0.12
267,98.06893323894624,New patient priority A1,Region 4
267,456.97396996124775,Ambulance dispatched,Ambulance 4.15
267,488.7331564405003,Task complete,Ambulance 4.15
268,97.05305785306945,New patient priority A2,Region 4
268,454.1558008284693,Ambulance dispatched,Ambulance 4.12
268,488.92430335119263,Task complete,Ambulance 4.12
269,120.7651528946515,New patient priority B,Region 1
269,463.55723118370963,Ambulance dispatched,Ambulance 1.15
269,489.5624049394391,Task complete,Ambulance 1.15
270,161.89409303819264,New patient priority B,Region 6
270,473.68953447037484,Ambulance dispatched,Ambulance 6.15
270,499.76624686765985,Task complete,Ambulance 6.15
271,99.08945822911394,New patient priority A2,Region 4
271,478.1652499862072,Ambulance dispatched,Ambulance 4.3
271,499.81874597297696,Task complete,Ambulance 4.3
272,121.77940133281086,New patient priority A1,Region 1
272,472.8827981295881,Ambulance dispatched,Ambulance 1.6
272,500.1414638242731,Task complete,Ambulance 1.6
273,99.05028603462036,New patient priority B,Region 0
273,474.52577337053685,Ambulance dispatched,Ambulance 0.0
273,501.00581241171653,Task complete,Ambulance 0.0
274,101.76041680454051,New patient priority A2,Region 4
274,488.92430335119263,Ambulance dispatched,Ambulance 4.12
274,508.0867788766737,Task complete,Ambulance 4.12
275,162.1623496602221,New patient priority B,Region 2
275,472.01663116202343,Ambulance dispatched,Ambulance 2.0
275,511.6383952700337,Task complete,Ambulance 2.0
276,101.69642858131928,New patient priority B,Region 0
276,501.00581241171653,Ambulance dispatched,Ambulance 0.0
276,519.6207450203733,Task complete,Ambulance 0.0
277,100.25849328090388,New patient priority A2,Region 4
277,488.7331564405003,Ambulance dispatched,Ambulance 4.15
277,526.8203838715059,Task complete,Ambulance 4.15
278,103.8937077733299,New patient priority A2,Region 4
278,499.81874597297696,Ambulance dispatched,Ambulance 4.3
278,530.6850845692974,Task complete,Ambulance 4.3
279,122.80173977036749,New patient priority A2,Region 1
279,489.5624049394391,Ambulance dispatched,Ambulance 1.15
279,531.6219638817026,Task complete,Ambulance 1.15
280,165.42967638102894,New patient priority B,Region 2
280,511.6383952700337,Ambulance dispatched,Ambulance 2.0
280,535.2816439927864,Task complete,Ambulance 2.0
281,99.90020582929529,New patient priority A1,Region 3
281,431.99285152313666,Ambulance dispatched,Ambulance 3.3
281,536.4422974271274,Task complete,Ambulance 3.3
282,135.59921002796293,New patient priority A1,Region 6
282,248.21516420176272,Ambulance dispatched,Ambulance 6.0
282,541.0680067618491,Task complete,Ambulance 6.0
283,103.79925220270992,New patient priority B,Region 0
283,519.6207450203733,Ambulance dispatched,Ambulance 0.0
283,542.7563150263079,Task complete,Ambulance 0.0
284,107.12848790298177,New patient priority B,Region 4
284,508.0867788766737,Ambulance dispatched,Ambulance 4.12
284,543.4857759158061,Task complete,Ambulance 4.12
285,101.28314796807224,New patient priority B,Region 3
285,447.7549239198868,Ambulance dispatched,Ambulance 3.6
285,546.3064123581562,Task complete,Ambulance 3.6
286,116.38886724285234,New patient priority A2,Region 4
286,530.6850845692974,Ambulance dispatched,Ambulance 4.3
286,550.1376572384949,Task complete,Ambulance 4.3
287,125.48895007534617,New patient priority A2,Region 1
287,531.6219638817026,Ambulance dispatched,Ambulance 1.15
287,557.7064369617952,Task complete,Ambulance 1.15
288,167.09203588897392,New patient priority A2,Region 2
288,535.2816439927864,Ambulance dispatched,Ambulance 2.0
288,562.4302104226696,Task complete,Ambulance 2.0
289,153.0582707912059,New patient priority A1,Region 2
289,465.8310664089362,Ambulance dispatched,Ambulance 2.6
289,567.0527490277617,Task complete,Ambulance 2.6
290,106.06096645439939,New patient priority B,Region 3
290,546.3064123581562,Ambulance dispatched,Ambulance 3.6
290,568.5140393164273,Task complete,Ambulance 3.6
291,106.98420008143852,New patient priority A2,Region 0
291,542.7563150263079,Ambulance dispatched,Ambulance 0.0
291,568.9753235087769,Task complete,Ambulance 0.0
292,120.2075848229899,New patient priority B,Region 4
292,550.1376572384949,Ambulance dispatched,Ambulance 4.3
292,578.5729186246626,Task complete,Ambulance 4.3
293,95.80953461273536,New patient priority B,Region 0
293,309.81870413327886,Ambulance dispatched,Ambulance 0.15
293,581.354585445355,Task complete,Ambulance 0.15
294,74.96952928325886,New patient priority A2,Region 5
294,74.96952928325886,Ambulance dispatched,Ambulance 5.3
294,583.0696337493958,Task complete,Ambulance 5.3
295,100.21105848095834,New patient priority A1,Region 0
295,484.17489043798207,Ambulance dispatched,Ambulance 0.12
295,587.5644277191413,Task complete,Ambulance 0.12
296,169.2559696484957,New patient priority A2,Region 2
296,567.0527490277617,Ambulance dispatched,Ambulance 2.6
296,589.0566185344073,Task complete,Ambulance 2.6
297,118.81598028129984,New patient priority A2,Region 4
297,543.4857759158061,Ambulance dispatched,Ambulance 4.12
297,594.0915820557483,Task complete,Ambulance 4.12
298,111.59629117252386,New patient priority A2,Region 0
298,568.9753235087769,Ambulance dispatched,Ambulance 0.0
298,595.8871050723046,Task complete,Ambulance 0.0
299,121.27862942744706,New patient priority A1,Region 4
299,578.5729186246626,Ambulance dispatched,Ambulance 4.3
299,601.9003302310987,Task complete,Ambulance 4.3
300,167.01527152766704,New patient priority B,Region 6
300,541.0680067618491,Ambulance dispatched,Ambulance 6.0
300,604.1525733516334,Task complete,Ambulance 6.0
301,67.70601815731312,New patient priority A2,Region 3
301,70.65684524594624,Ambulance dispatched,Ambulance 3.0
301,608.1982611393111,Task complete,Ambulance 3.0
302,147.83236870682177,New patient priority B,Region 5
302,583.0696337493958,Ambulance dispatched,Ambulance 5.3
302,609.9872400049474,Task complete,Ambulance 5.3
303,111.78469198178627,New patient priority A1,Region 4
303,526.8203838715059,Ambulance dispatched,Ambulance 4.15
303,617.1085057606196,Task complete,Ambulance 4.15
304,116.25812942008831,New patient priority A1,Region 0
304,581.354585445355,Ambulance dispatched,Ambulance 0.15
304,626.6450230276209,Task complete,Ambulance 0.15
305,123.97620152945267,New patient priority A1,Region 1
305,500.1414638242731,Ambulance dispatched,Ambulance 1.6
305,628.0507302576663,Task complete,Ambulance 1.6
306,149.4065792198272,New patient priority A2,Region 5
306,609.9872400049474,Ambulance dispatched,Ambulance 5.3
306,631.2673011650114,Task complete,Ambulance 5.3
307,123.35796395310241,New patient priority A2,Region 4
307,601.9003302310987,Ambulance dispatched,Ambulance 4.3
307,633.2024407300062,Task complete,Ambulance 4.3
308,170.28713959220894,New patient priority B,Region 2
308,589.0566185344073,Ambulance dispatched,Ambulance 2.6
308,633.7121708253866,Task complete,Ambulance 2.6
309,122.27891052225462,New patient priority B,Region 4
309,594.0915820557483,Ambulance dispatched,Ambulance 4.12
309,634.6965799170822,Task complete,Ambulance 4.12
310,127.64212657476399,New patient priority A1,Region 1
310,557.7064369617952,Ambulance dispatched,Ambulance 1.15
310,639.9929567550267,Task complete,Ambulance 1.15
311,124.67235841979033,New patient priority A1,Region 4
311,617.1085057606196,Ambulance dispatched,Ambulance 4.15
311,643.0621666776027,Task complete,Ambulance 4.15
312,130.90920593025803,New patient priority A2,Region 1
312,628.0507302576663,Ambulance dispatched,Ambulance 1.6
312,649.6491278525904,Task complete,Ambulance 1.6
313,121.24130447235213,New patient priority A2,Region 0
313,626.6450230276209,Ambulance dispatched,Ambulance 0.15
313,655.8643249983463,Task complete,Ambulance 0.15
314,129.09646023182034,New patient priority B,Region 4
314,634.6965799170822,Ambulance dispatched,Ambulance 4.12
314,658.8858668498908,Task complete,Ambulance 4.12
315,171.48651214201212,New patient priority A1,Region 2
315,633.7121708253866,Ambulance dispatched,Ambulance 2.6
315,661.3251607530409,Task complete,Ambulance 2.6
316,135.5927522461217,New patient priority A2,Region 1
316,639.9929567550267,Ambulance dispatched,Ambulance 1.15
316,669.0815404278876,Task complete,Ambulance 1.15
317,151.67208953840935,New patient priority A2,Region 5
317,631.2673011650114,Ambulance dispatched,Ambulance 5.3
317,671.7673277384341,Task complete,Ambulance 5.3
318,168.18712820809165,New patient priority A2,Region 6
318,604.1525733516334,Ambulance dispatched,Ambulance 6.0
318,673.1646194364056,Task complete,Ambulance 6.0
319,169.19851056214964,New patient priority B,Region 6
319,673.1646194364056,Ambulance dispatched,Ambulance 6.0
319,701.258811527673,Task complete,Ambulance 6.0
320,118.75202584385401,New patient priority A2,Region 0
320,587.5644277191413,Ambulance dispatched,Ambulance 0.12
320,709.2011623045397,Task complete,Ambulance 0.12
321,133.08972369201572,New patient priority A1,Region 4
321,643.0621666776027,Ambulance dispatched,Ambulance 4.15
321,712.5627168639016,Task complete,Ambulance 4.15
322,126.45591924205144,New patient priority A2,Region 4
322,633.2024407300062,Ambulance dispatched,Ambulance 4.3
322,734.0465190525424,Task complete,Ambulance 4.3
323,170.22454862565954,New patient priority B,Region 6
323,701.258811527673,Ambulance dispatched,Ambulance 6.0
323,737.6437497096787,Task complete,Ambulance 6.0
324,110.33796169500629,New patient priority A1,Region 3
324,568.5140393164273,Ambulance dispatched,Ambulance 3.6
324,742.3590003989486,Task complete,Ambulance 3.6
325,123.31495372149536,New patient priority B,Region 0
325,709.2011623045397,Ambulance dispatched,Ambulance 0.12
325,745.524544105771,Task complete,Ambulance 0.12
326,155.11810756519156,New patient priority A1,Region 5
326,671.7673277384341,Ambulance dispatched,Ambulance 5.3
326,747.955206193005,Task complete,Ambulance 5.3
327,171.40971757707337,New patient priority B,Region 6
327,737.6437497096787,Ambulance dispatched,Ambulance 6.0
327,755.3094332803973,Task complete,Ambulance 6.0
328,143.4370661489978,New patient priority A2,Region 5
328,297.33173182063143,Ambulance dispatched,Ambulance 5.0
328,768.6774058867147,Task complete,Ambulance 5.0
329,124.61717718740286,New patient priority A1,Region 0
329,745.524544105771,Ambulance dispatched,Ambulance 0.12
329,769.7746134143218,Task complete,Ambulance 0.12
330,159.9345257428865,New patient priority B,Region 5
330,747.955206193005,Ambulance dispatched,Ambulance 5.3
330,773.7386805263594,Task complete,Ambulance 5.3
331,172.94372450153693,New patient priority A1,Region 6
331,755.3094332803973,Ambulance dispatched,Ambulance 6.0
331,781.8783434132688,Task complete,Ambulance 6.0
332,143.2947424455001,New patient priority A2,Region 4
332,734.0465190525424,Ambulance dispatched,Ambulance 4.3
332,791.5729332026159,Task complete,Ambulance 4.3
333,164.2608164561357,New patient priority A1,Region 5
333,768.6774058867147,Ambulance dispatched,Ambulance 5.0
333,795.5094054496728,Task complete,Ambulance 5.0
334,166.4406031315123,New patient priority B,Region 5
334,773.7386805263594,Ambulance dispatched,Ambulance 5.3
334,804.6015160684024,Task complete,Ambulance 5.3
335,175.13586470044143,New patient priority B,Region 6
335,781.8783434132688,Ambulance dispatched,Ambulance 6.0
335,805.0882609208502,Task complete,Ambulance 6.0
336,167.756821627527,New patient priority A1,Region 5
336,795.5094054496728,Ambulance dispatched,Ambulance 5.0
336,819.4573721621184,Task complete,Ambulance 5.0
337,79.21888929962451,New patient priority B,Region 5
337,79.21888929962451,Ambulance dispatched,Ambulance 5.6
337,826.6197201729483,Task complete,Ambulance 5.6
338,119.57986509665052,New patient priority B,Region 1
338,458.4493236352831,Ambulance dispatched,Ambulance 1.9
338,827.7385156974785,Task complete,Ambulance 1.9
339,178.46569995754137,New patient priority B,Region 6
339,805.0882609208502,Ambulance dispatched,Ambulance 6.0
339,838.8154260154022,Task complete,Ambulance 6.0
340,168.80541207027343,New patient priority A1,Region 5
340,804.6015160684024,Ambulance dispatched,Ambulance 5.3
340,844.9716923850608,Task complete,Ambulance 5.3
341,169.80869058140533,New patient priority B,Region 5
341,819.4573721621184,Ambulance dispatched,Ambulance 5.0
341,852.0929312330375,Task complete,Ambulance 5.0
342,145.59330069289794,New patient priority A1,Region 5
342,412.87139289913716,Ambulance dispatched,Ambulance 5.9
342,859.5842129332761,Task complete,Ambulance 5.9
343,126.37763192080811,New patient priority B,Region 0
343,769.7746134143218,Ambulance dispatched,Ambulance 0.12
343,864.1285675554934,Task complete,Ambulance 0.12
344,47.99937744525559,New patient priority A2,Region 3
344,47.99937744525559,Ambulance dispatched,Ambulance 3.12
344,868.3414214148106,Task complete,Ambulance 3.12
345,25.354273324104213,New patient priority A1,Region 4
345,25.354273324104213,Ambulance dispatched,Ambulance 4.6
345,873.806564199306,Task complete,Ambulance 4.6
346,183.1994913119453,New patient priority A1,Region 6
346,838.8154260154022,Ambulance dispatched,Ambulance 6.0
346,883.3149556913761,Task complete,Ambulance 6.0
347,174.1643938206142,New patient priority B,Region 5
347,852.0929312330375,Ambulance dispatched,Ambulance 5.0
347,883.6682315114048,Task complete,Ambulance 5.0
348,176.9806210929705,New patient priority A1,Region 5
348,859.5842129332761,Ambulance dispatched,Ambulance 5.9
348,889.9574014414317,Task complete,Ambulance 5.9
349,172.28015059341163,New patient priority A1,Region 5
349,844.9716923850608,Ambulance dispatched,Ambulance 5.3
349,892.045336188377,Task complete,Ambulance 5.3
350,128.97739695303719,New patient priority A1,Region 0
350,864.1285675554934,Ambulance dispatched,Ambulance 0.12
350,895.1211590549765,Task complete,Ambulance 0.12
351,187.68473228201944,New patient priority A1,Region 6
351,883.3149556913761,Ambulance dispatched,Ambulance 6.0
351,909.2215201769724,Task complete,Ambulance 6.0
352,119.85865178639204,New patient priority A2,Region 3
352,868.3414214148106,Ambulance dispatched,Ambulance 3.12
352,910.9120720489753,Task complete,Ambulance 3.12
353,145.48678548350117,New patient priority A2,Region 4
353,873.806564199306,Ambulance dispatched,Ambulance 4.6
353,912.258677897648,Task complete,Ambulance 4.6
354,186.15782391505562,New patient priority B,Region 5
354,889.9574014414317,Ambulance dispatched,Ambulance 5.9
354,916.4342222816019,Task complete,Ambulance 5.9
355,40.39292164699882,New patient priority B,Region 1
355,40.39292164699882,Ambulance dispatched,Ambulance 1.12
355,919.3698575218003,Task complete,Ambulance 1.12
356,132.91534939375828,New patient priority A2,Region 0
356,895.1211590549765,Ambulance dispatched,Ambulance 0.12
356,931.9572067857107,Task complete,Ambulance 0.12
357,157.17530354662185,New patient priority A1,Region 2
357,468.82229240902086,Ambulance dispatched,Ambulance 2.9
357,948.5586202288841,Task complete,Ambulance 2.9
358,137.91389866508808,New patient priority B,Region 0
358,931.9572067857107,Ambulance dispatched,Ambulance 0.12
358,956.7120321429848,Task complete,Ambulance 0.12
359,144.98958782264359,New patient priority A2,Region 1
359,919.3698575218003,Ambulance dispatched,Ambulance 1.12
359,961.4516042513228,Task complete,Ambulance 1.12
360,175.29184579321372,New patient priority B,Region 2
360,948.5586202288841,Ambulance dispatched,Ambulance 2.9
360,980.943997831693,Task complete,Ambulance 2.9
361,165.30166180872598,New patient priority A1,Region 6
361,499.76624686765985,Ambulance dispatched,Ambulance 6.15
361,983.6463042303487,Task complete,Ambulance 6.15
362,145.99012177060663,New patient priority B,Region 1
362,961.4516042513228,Ambulance dispatched,Ambulance 1.12
362,986.6649874578226,Task complete,Ambulance 1.12
363,141.47233670943035,New patient priority A1,Region 0
363,956.7120321429848,Ambulance dispatched,Ambulance 0.12
363,987.1909976470769,Task complete,Ambulance 0.12
364,147.07278270128944,New patient priority A2,Region 1
364,986.6649874578226,Ambulance dispatched,Ambulance 1.12
364,1015.051038337269,Task complete,Ambulance 1.12
365,146.51076044712477,New patient priority B,Region 4
365,912.258677897648,Ambulance dispatched,Ambulance 4.6
